This file was created using the 202510 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME and BEME.

The portfolios are constructed at the end of June.  BEME is book value at the last fiscal year end of the prior calendar year
divided by ME at the end of December of the prior year.
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
195401,   4.7365,   6.6216,   8.2521,   4.4650,   5.7898,   7.8529
195402,   1.0854,   1.5035,   1.4458,   1.6570,   2.1633,   0.7611
195403,   2.6405,   3.1324,   2.2403,   4.2504,   3.5156,   1.7585
195404,  -0.2510,   2.2955,   0.3092,   5.3109,   3.4379,   4.0039
195405,   3.9857,   4.2457,   5.0968,   2.8676,   2.6322,   6.6566
195406,   0.5721,   1.8091,   1.3936,   1.8471,  -0.2761,   1.0679
195407,   5.5532,   6.9121,   9.1171,   4.2810,   5.1508,   8.9957
195408,  -0.1209,   0.1163,  -0.9026,  -2.9810,  -0.9301,  -5.0424
195409,   2.9020,   4.6638,   4.6729,   6.8858,   6.5665,   6.4698
195410,   0.5957,  -1.0104,  -0.7163,  -2.2645,  -1.0206,   0.3371
195411,   7.0907,   8.9409,   9.6779,   9.6033,   8.1619,  15.9077
195412,   7.5423,   9.4987,  11.4234,   4.2809,   5.8892,  11.7610
195501,   1.5823,   1.2331,   2.3036,   0.0789,   0.7689,   3.5531
195502,   3.8063,   5.4205,   4.6612,   3.0644,   2.7519,   3.4232
195503,  -0.6681,  -0.2664,   0.6744,  -0.2809,  -0.2617,   2.2309
195504,   1.4852,   1.1079,   2.6440,   4.0879,   1.9726,   4.4279
195505,   0.5724,   0.4721,   0.4080,   1.9506,   0.0639,   0.2003
195506,   2.1097,   3.3747,   3.5391,   6.5873,   7.4156,   8.8486
195507,  -1.7317,   1.0499,   1.2860,   2.6292,   1.1897,   0.3943
195508,  -0.1312,   0.5963,   0.2711,   0.3494,   0.3272,   1.4502
195509,  -0.6950,  -0.4605,  -0.3632,   0.0488,  -0.1504,  -2.3113
195510,  -1.5444,  -0.7834,  -1.2904,  -2.8098,  -1.9188,  -3.2843
195511,   6.0346,   4.8625,   5.2582,   8.3088,   4.7002,   9.7422
195512,   3.0961,   2.2514,   2.5679,   1.9824,   1.6893,  -1.7066
195601,  -2.0825,  -2.0222,  -1.7124,  -3.6255,  -1.3414,  -2.3513
195602,   1.9985,   3.7970,   2.3854,   4.7728,   2.8420,   3.4671
195603,   3.4551,   3.7950,   5.1534,   7.8736,   5.7141,   5.2002
195604,   1.0970,   0.8756,   0.0713,   0.1051,   1.2256,   0.8139
195605,  -3.3841,  -4.0952,  -4.5020,  -5.1311,  -4.6932,  -6.6455
195606,   0.9535,   2.4786,   1.3007,   4.2987,   3.2585,   1.7546
195607,   3.3512,   3.4429,   3.4197,   5.1019,   5.2857,   4.8836
195608,  -0.2720,  -0.9429,  -2.1297,  -3.5417,  -2.3399,  -3.1393
195609,  -3.4015,  -2.9597,  -2.1458,  -5.9289,  -3.6913,  -3.6841
195610,   1.1856,   0.8430,   0.4204,   0.6970,   0.7679,   1.3296
195611,  -0.3135,   0.1848,   2.2152,  -0.4190,   2.5510,   0.5735
195612,   4.3289,   2.1170,   2.1708,   3.8224,   3.1838,   1.6779
195701,  -0.7957,   0.1475,   2.0537,  -4.4457,  -2.6654,  -1.6363
195702,  -2.9455,  -3.2271,  -2.7225,  -1.5245,  -2.0538,  -3.0667
195703,   2.3716,   2.6244,   2.2856,   2.6934,   1.8734,   1.7198
195704,   2.2168,   2.4021,   2.2715,   5.6063,   3.3894,   2.6026
195705,   2.8681,   1.2552,   1.7595,   4.7530,   2.5490,   1.8322
195706,   0.1675,  -1.1859,   0.7265,  -0.1211,  -1.2078,  -0.7370
195707,  -0.7451,   0.7903,   0.4311,   1.2814,   0.5363,   1.0727
195708,  -4.9320,  -4.4188,  -5.2109,  -5.4600,  -3.2002,  -6.0775
195709,  -7.1456,  -4.9251,  -5.0233,  -6.3370,  -4.3828,  -6.5635
195710,  -8.0383,  -5.5522,  -8.2717,  -3.7758,  -3.3965,  -7.3007
195711,   3.3196,   1.4161,   1.1037,   3.1114,   2.0259,  -0.4917
195712,  -4.3740,  -4.6622,  -5.8957,  -3.9246,  -2.3510,  -5.9175
195801,  11.9233,  10.4821,  11.9260,   3.4055,   5.9897,  12.0748
195802,  -1.4295,  -0.5349,  -0.4900,  -1.8268,  -0.5772,  -2.2980
195803,   5.1730,   3.8067,   3.1120,   3.4091,   3.1889,   3.4132
195804,   2.8819,   1.7620,   4.3078,   3.3339,   2.4989,   5.1912
195805,   6.3718,   4.2179,   4.2901,   2.0635,   2.5891,   3.7436
195806,   2.2594,   3.2602,   2.9522,   3.1429,   2.6815,   3.0725
195807,   4.2323,   6.0132,   7.1373,   4.3815,   3.9640,   7.6135
195808,   4.3388,   3.0233,   3.1805,   1.7176,   1.8313,   3.5333
195809,   5.5380,   4.2894,   7.7016,   4.7469,   4.3418,   8.1884
195810,   6.8300,   2.7454,   3.0315,   2.6066,   2.7216,   4.1393
195811,   7.6768,   4.3315,   4.1107,   3.3186,   2.1085,   4.5423
195812,   2.7082,   3.2688,   3.8486,   4.9797,   6.9546,   3.9504
195901,   4.4724,   5.1567,   5.6119,  -0.6260,   2.7377,   4.0763
195902,   2.3989,   3.6180,   2.8743,   0.4534,   1.7254,   2.2696
195903,   1.6056,   1.5460,   1.7344,   0.7309,  -0.1105,  -0.0856
195904,   3.7761,   3.2840,   2.1065,   4.7060,   2.6107,   3.8914
195905,  -1.4146,   0.6910,   1.3418,   2.7579,   0.5708,   3.5978
195906,   1.7358,   0.5167,   1.8411,  -0.3896,   0.3294,   2.1452
195907,   2.2532,   2.7951,   3.5658,   3.9852,   2.4571,   3.2171
195908,  -1.8759,  -1.2355,  -1.9732,  -1.3596,  -0.9977,  -0.3828
195909,  -5.4642,  -4.4877,  -4.1067,  -5.0283,  -3.2440,  -5.3288
195910,   4.1454,   2.5048,   1.2620,   1.4430,   1.7835,   0.1291
195911,   3.8799,   1.9870,   0.6321,   3.0138,  -0.1149,  -0.1723
195912,   3.3291,   2.3720,   2.1183,   2.9796,   2.5761,   4.1683
196001,  -5.6710,  -3.2002,  -2.9912,  -8.2099,  -4.4029,  -5.5995
196002,   2.1814,   1.4144,   0.6531,   1.3039,   2.2519,  -1.1001
196003,  -2.4871,  -2.4744,  -3.7505,  -0.8751,  -1.0802,  -5.1081
196004,  -0.1426,  -2.1431,  -2.9735,  -1.5670,  -1.3495,  -3.0157
196005,   5.4310,   1.7044,   2.5542,   4.3028,   1.7825,  -0.2741
196006,   2.3469,   2.3723,   1.5629,   2.5663,   1.7605,   2.8026
196007,  -3.3725,  -1.9048,  -1.3578,  -3.4771,  -0.3056,  -1.2866
196008,   4.1818,   2.9688,   4.1760,   2.7449,   4.1077,   2.3995
196009,  -7.7827,  -5.8929,  -6.0020,  -6.7423,  -4.3991,  -5.1613
196010,  -6.7590,  -2.3492,  -2.7753,  -0.6142,  -0.0732,   1.0631
196011,   6.4125,   4.9686,   3.1169,   5.4218,   4.0117,   3.9295
196012,   4.0564,   3.4707,   2.4010,   3.5766,   7.4107,   3.6850
196101,   7.3844,   7.7374,   9.4694,   4.9056,   7.7749,  10.1146
196102,   7.7175,   6.3103,   7.4536,   4.0544,   2.5942,   3.1543
196103,   7.3005,   4.9560,   5.7396,   2.1722,   4.0798,   2.0958
196104,   1.0820,   0.1068,   2.4132,  -0.3171,   1.0951,   2.6190
196105,   3.5504,   4.9767,   4.8190,   3.2001,   1.5404,   2.6933
196106,  -5.9249,  -4.4657,  -5.4990,  -2.2794,  -3.2423,  -2.8933
196107,  -0.5537,   1.1961,   1.3108,   3.1606,   3.4805,   1.1441
196108,   0.7984,   0.4452,   1.0979,   3.2051,   1.9496,   2.3023
196109,  -4.7014,  -3.1590,  -3.3095,  -1.1776,  -2.9945,  -3.7817
196110,   0.8735,   3.2675,   0.3761,   2.2671,   3.9750,   3.1155
196111,   6.4999,   5.7223,   4.7247,   4.8698,   4.0834,   4.2138
196112,  -1.2824,   0.3117,   0.2718,  -0.2078,   0.3529,   1.7513
196201,  -2.6042,  -0.8648,   2.2051,  -4.9914,  -1.9095,   0.4148
196202,   0.7017,   0.7291,   1.7914,   1.8516,   2.4105,   2.3992
196203,   0.8064,  -1.0911,  -0.5626,  -0.3795,  -0.2799,  -2.1644
196204,  -6.6124,  -7.2681,  -6.9474,  -6.6591,  -5.5773,  -6.0474
196205, -12.1417,  -9.8845,  -9.5116,  -9.0849,  -6.7954,  -6.2506
196206,  -9.5206,  -7.3782,  -7.0971,  -9.0497,  -6.9460,  -6.6289
196207,   8.9276,   5.8221,   6.5771,   7.8512,   5.4400,   3.4694
196208,   4.5080,   3.5109,   2.5209,   2.7477,   1.6269,   2.4923
196209,  -8.0930,  -7.0601,  -6.1043,  -5.0221,  -4.6708,  -4.3562
196210,  -4.9002,  -3.2883,  -2.0426,   0.5731,   0.7309,   0.3097
196211,  14.9429,  13.6021,  14.1414,  11.3848,   9.9163,  13.8959
196212,  -3.5065,  -1.4726,  -2.1185,   1.5453,   1.8482,   0.8024
196301,   7.5810,   8.1360,   9.7775,   4.9516,   4.2924,   7.2259
196302,  -2.6088,  -1.4815,  -0.1251,  -2.7908,  -1.8397,  -0.9742
196303,  -0.0719,   1.7317,   2.4629,   3.4044,   3.3754,   5.0761
196304,   3.7160,   2.8261,   4.9078,   4.9798,   4.4684,   5.7867
196305,   1.7326,   3.2423,   5.4099,   2.2559,   1.1940,   3.6866
196306,  -1.1741,  -1.9731,  -1.9054,  -2.3231,  -1.4691,  -0.3017
196307,  -1.0784,  -0.6851,  -1.1211,  -0.0442,   0.4928,  -1.6215
196308,   4.4536,   4.4942,   5.7902,   5.4111,   4.6924,   7.4788
196309,  -2.8511,  -0.5305,  -2.0329,  -1.0686,  -1.7131,  -1.8902
196310,   0.9896,   1.7372,   2.7197,   3.8506,   1.2648,   2.0440
196311,  -2.8797,  -1.2668,  -0.3645,  -0.2568,  -1.4638,   0.6870
196312,   0.4892,   0.5315,   0.1904,   2.0555,   3.0877,   1.9346
196401,   0.6532,   2.6379,   3.9788,   2.6599,   2.7212,   2.6018
196402,   1.5733,   2.1454,   4.1725,   1.4331,   1.6620,   4.4486
196403,   0.6067,   4.0404,   5.1458,   0.9127,   3.0691,   2.9608
196404,  -1.7676,  -0.2647,  -1.4492,   0.4142,   1.1480,  -0.9934
196405,   0.9884,   1.1774,   2.0565,   1.5112,   1.1573,   4.0629
196406,   1.3012,   1.3129,   2.0239,   1.6815,   1.3286,   2.3183
196407,   1.5142,   3.0164,   2.6349,   1.9125,   2.3249,   2.3638
196408,  -1.4869,  -0.4012,  -1.2893,  -1.3658,  -0.4338,  -1.4187
196409,   3.3759,   2.8978,   3.5790,   2.3215,   3.8639,   5.5555
196410,   1.0985,   1.5774,   2.3200,   0.4878,   1.6456,   1.4164
196411,  -0.1618,  -0.3408,  -0.0094,   0.5339,   0.7853,  -3.6933
196412,   0.3617,  -0.8321,  -1.4481,   1.0935,  -0.3455,  -1.9547
196501,   7.0052,   5.8546,   6.5866,   3.4309,   3.7336,   4.5749
196502,   3.7257,   3.4014,   4.1917,   0.2045,   0.9970,   0.1871
196503,   0.8857,   0.7378,   1.5126,  -1.3081,  -1.2674,   0.3563
196504,   3.1225,   4.3997,   5.2849,   3.6104,   2.8531,   2.9130
196505,  -0.2120,  -0.8596,  -1.3247,  -0.2865,   0.1087,  -2.2809
196506,  -9.6994,  -8.8537,  -8.6234,  -4.2723,  -5.8004,  -4.8961
196507,   2.5334,   3.0779,   4.1223,   1.3372,   1.6739,   4.1335
196508,   6.6434,   5.0613,   5.0617,   2.9027,   2.8005,   2.5164
196509,   3.8913,   3.8055,   3.8030,   3.7838,   2.2156,   3.5956
196510,   5.9604,   5.4374,   6.3737,   2.8074,   1.9263,   5.4895
196511,   4.0949,   4.8026,   4.7078,  -0.0145,  -0.1306,  -0.3072
196512,   3.8022,   3.3468,   4.8627,   0.8434,   0.8897,   4.0745
196601,   4.7106,   5.6545,   6.9166,  -0.1726,   1.2234,   4.1560
196602,   3.7479,   3.1552,   3.4164,  -1.6328,  -0.8175,  -0.5483
196603,  -0.4629,  -2.9401,  -2.2547,  -1.5523,  -2.6787,  -4.0116
196604,   5.6228,   4.6937,   5.8245,   2.4600,   1.8167,   1.5436
196605,  -9.9766,  -9.9048, -10.3469,  -4.2183,  -5.1393,  -7.0560
196606,   0.8043,   0.0828,  -0.0465,  -1.9959,  -0.0631,  -0.1592
196607,  -2.0652,  -1.6936,  -0.7244,  -1.6456,  -0.6163,  -1.1729
196608, -11.2031,  -9.8123, -10.4800,  -7.6870,  -6.6209,  -7.4174
196609,  -1.9427,  -0.9419,  -1.4492,  -0.9897,   0.1871,  -0.5136
196610,  -3.7612,  -0.2005,  -0.1552,   3.3203,   7.1579,   5.1994
196611,   7.3896,   4.5782,   2.4075,   3.7010,  -0.9596,  -0.5803
196612,   3.0727,   2.6393,   0.9780,  -0.3527,   1.4124,  -0.1647
196701,  17.5000,  16.2115,  17.5248,   7.9305,   6.3675,  12.6311
196702,   4.7384,   2.8553,   3.1173,   1.9904,  -0.3315,  -0.9038
196703,   5.7716,   6.4834,   5.5801,   4.3231,   3.6505,   5.4593
196704,   5.1691,   3.7493,   3.4539,   6.0059,   1.8277,   3.1409
196705,  -1.2308,  -1.1380,  -2.2946,  -4.9616,  -3.7345,  -2.3006
196706,   9.5485,   8.1428,   8.0119,   1.4827,   2.0306,   4.6287
196707,   7.0144,   7.6606,  10.3417,   4.9164,   3.4985,   7.0885
196708,  -0.3585,   0.8240,   0.4603,  -0.7615,  -0.8884,   1.2894
196709,   6.8482,   5.2778,   4.6461,   3.8066,   2.7685,   1.0663
196710,  -0.8464,  -2.1750,  -3.4128,  -1.5177,  -3.8105,  -5.5294
196711,   1.3016,   1.3498,  -0.8761,   1.0910,   0.3106,  -0.1520
196712,  11.0760,   7.1251,   8.0996,   2.1509,   3.2511,   4.0436
196801,  -1.4444,   1.0150,   3.5254,  -6.1535,  -1.2848,  -1.4219
196802,  -7.4538,  -5.0450,  -5.0257,  -3.3098,  -2.1211,  -3.2694
196803,  -0.6566,  -1.1987,  -0.5195,   1.8349,  -0.7517,   0.4387
196804,  17.2030,  14.1590,  13.2320,  10.2303,   5.3889,  12.0013
196805,   9.6111,   8.1713,   8.7068,   2.4705,   0.1316,   5.0147
196806,  -0.2192,   1.3129,   1.5001,  -0.0190,   3.5925,  -0.4214
196807,  -5.5791,  -2.3360,   0.2387,  -4.4986,   0.3414,   0.3067
196808,   3.9372,   3.4985,   4.7453,   1.1209,   1.5192,   2.2902
196809,   7.4276,   6.9435,   6.4462,   3.3300,   4.3653,   4.9121
196810,  -0.4651,   1.9626,   1.3378,  -0.6295,   1.7584,   3.2117
196811,   8.6591,   8.1250,   6.7665,   5.5017,   5.5590,   5.4801
196812,   0.2958,  -0.6352,  -1.0389,  -4.8702,  -3.1388,  -3.4582
196901,  -1.8130,  -0.6714,  -0.7167,  -1.8163,   0.0865,   0.4066
196902, -10.4341,  -8.1154,  -7.6269,  -3.9756,  -5.3176,  -5.0061
196903,   3.0079,   2.1414,   3.2525,   3.8852,   2.6086,   2.7974
196904,   0.8519,   1.9578,   1.2622,   3.2361,   0.4036,   2.8665
196905,  -0.3403,   0.9868,  -0.1112,  -0.1063,   0.7037,   0.8987
196906, -12.1333, -11.2844, -10.9702,  -3.4809,  -8.0417,  -6.8390
196907, -11.1039,  -9.4817,  -7.4344,  -4.7369,  -7.5112,  -6.0549
196908,   7.2298,   5.1083,   3.8287,   6.7271,   4.3951,   2.6247
196909,  -0.5075,  -1.9572,  -2.7652,  -0.5788,  -3.5858,  -4.7593
196910,  10.9189,   8.2086,   7.2680,   6.3162,   4.6032,   3.7293
196911,  -5.4085,  -5.2725,  -6.4574,  -2.0799,  -3.8604,  -3.5404
196912,  -5.0332,  -5.7899,  -6.3597,   0.0957,  -1.8912,  -4.3404
197001,  -6.1190,  -5.2379,  -2.2612,  -8.1225,  -8.5904,  -5.6376
197002,   3.1332,   3.3259,   6.2483,   3.8468,   7.9320,   8.1031
197003,  -5.1181,  -1.1613,   0.1912,  -1.7497,   1.4835,   1.0941
197004, -20.5866, -14.1097, -11.2906, -10.5185,  -9.5277,  -7.5245
197005, -11.1968, -10.6643,  -8.1599,  -7.8079,  -4.1822,  -4.2038
197006,  -8.4624,  -7.3005,  -6.0966,  -5.4648,  -3.2065,  -6.9444
197007,   7.6009,   6.8173,   6.7710,   5.2095,   9.7352,   7.8919
197008,   5.9734,   7.0202,   6.9145,   4.1278,   5.3331,   6.0043
197009,  16.8853,  10.8909,   9.4485,   7.2080,   0.3396,   3.8323
197010,  -6.7366,  -6.8429,  -4.1177,  -0.6876,  -1.6173,  -2.8877
197011,   0.6107,   1.9428,   2.6305,   5.1150,   5.7231,   6.2494
197012,   7.7286,   9.5535,   9.2411,   5.3878,   6.7221,   5.9481
197101,  10.5157,  12.4900,  12.7744,   4.6544,   3.8040,   5.4949
197102,   4.4411,   3.5878,   2.2959,   2.3794,   0.3299,   2.0495
197103,   8.8217,   5.2385,   4.6852,   5.8269,   3.0629,   2.0599
197104,   3.0524,   3.7367,   3.4681,   3.9175,   2.5903,   5.2120
197105,  -4.2498,  -5.4984,  -5.0099,  -2.7565,  -4.2314,  -4.6635
197106,   0.3787,  -1.6784,  -2.3642,   1.1374,  -0.1359,  -0.0652
197107,  -6.6666,  -4.4398,  -5.9488,  -4.1153,  -3.5239,  -4.8762
197108,   4.2821,   3.8395,   6.5203,   5.5123,   1.2490,   8.5525
197109,   0.8682,  -0.7415,  -2.0369,   0.3627,  -1.2378,  -2.5415
197110,  -5.8839,  -4.4408,  -6.5731,  -3.9093,  -3.4824,  -4.2468
197111,  -2.8834,  -2.3151,  -3.9833,   0.8592,  -0.3687,  -1.3750
197112,  13.3624,  11.2042,  12.1314,   8.9618,   8.4382,   9.4303
197201,   8.6325,   6.7593,  10.3472,   2.6616,   0.3862,   5.1808
197202,   4.7326,   3.1466,   2.6374,   4.5480,   1.0311,   0.9779
197203,   1.5147,  -0.1319,  -0.4566,   2.1903,  -1.3470,   0.9447
197204,   0.7213,   1.2655,   0.4767,   0.7902,   0.1128,   1.0950
197205,  -1.7976,  -1.3673,  -2.6749,   2.9773,   0.8921,  -1.5793
197206,  -3.4529,  -2.7896,  -3.1227,  -1.1009,  -2.7757,  -6.3415
197207,  -5.0627,  -3.2555,  -2.1148,   0.5999,  -1.1981,  -1.1403
197208,  -0.7119,   2.0069,   2.6006,   1.4822,   7.1002,   7.2848
197209,  -3.4613,  -2.6983,  -3.1779,  -0.4825,  -1.0831,   0.2230
197210,  -2.4754,  -0.1652,  -1.1508,   0.5195,   2.2452,   1.6365
197211,   3.3696,   5.8645,   6.4213,   2.9712,   6.5362,   9.6824
197212,  -1.1952,  -1.0595,  -2.3050,   2.6573,  -0.7757,  -0.5879
197301,  -7.9277,  -5.1443,  -3.6643,  -2.6155,  -2.1762,  -1.4835
197302, -11.0287,  -7.7139,  -5.8529,  -3.0411,  -4.9468,  -4.9468
197303,  -3.8854,  -2.6734,  -1.2461,  -1.2344,   0.5188,   1.2586
197304, -11.1053,  -5.4610,  -4.9989,  -6.0704,  -2.5566,  -1.4048
197305, -10.6267,  -7.1378,  -7.4077,  -0.8946,  -2.1204,  -3.3559
197306,  -4.9775,  -2.9712,  -2.7099,  -0.9063,  -0.3392,  -0.8851
197307,  18.1790,  10.2754,   9.0446,   6.4384,   2.2492,   5.0494
197308,  -3.8426,  -5.2504,  -4.0413,  -3.2312,  -2.9384,  -0.9652
197309,  10.9434,   9.7910,   8.5330,   2.2663,   9.0833,   9.1182
197310,  -2.3956,   0.3369,   0.8956,  -0.1583,  -0.2390,  -0.1381
197311, -22.6556, -17.8695, -16.1470, -12.5150, -10.1708, -10.8406
197312,  -2.3681,  -2.1644,  -1.4542,  -1.1959,   5.5086,   5.9099
197401,   7.4197,  10.1518,  13.8007,  -1.0261,  -1.1467,   4.4963
197402,   0.1669,   0.3378,   1.9282,  -1.0438,   1.3598,   2.1275
197403,  -0.3809,  -0.6451,   0.4541,  -1.7336,  -3.4865,  -2.8484
197404,  -6.3167,  -5.7432,  -3.5822,  -3.3933,  -5.9104,  -4.2846
197405,  -7.0813,  -8.0273,  -6.8872,  -1.8540,  -5.1364,  -6.2025
197406,  -3.1851,  -2.7772,  -1.1415,  -2.1271,  -1.7611,  -2.5072
197407,  -6.8251,  -4.3072,  -3.0638,  -9.3496,  -4.3873,  -2.7952
197408,  -9.6579,  -8.0240,  -7.3743, -10.1001,  -5.7340,  -7.1624
197409, -11.6764,  -7.0948,  -7.4600, -13.8172,  -6.0391,  -7.1790
197410,  14.4362,   7.6591,   8.0104,  21.2595,  11.2576,   7.8664
197411,  -5.0358,  -4.2701,  -5.5914,  -3.9956,  -3.4661,  -3.9329
197412,  -7.2059,  -5.4000,  -7.6126,  -3.2718,  -0.1079,  -2.6159
197501,  24.6927,  26.8467,  30.5559,  10.6233,  17.0008,  21.2859
197502,   6.5860,   3.2107,   3.7207,   8.1890,   2.8329,   2.1208
197503,   7.7282,   6.8374,   8.3486,   2.9382,   1.5549,   7.1621
197504,   6.4881,   3.1836,   3.1393,   5.7642,   2.1302,   6.8430
197505,  10.3515,   6.8474,   6.9734,   5.6547,   5.8055,   0.9294
197506,   6.9483,   7.4912,   6.3207,   4.3054,   6.4093,   7.6289
197507,  -3.0759,  -2.3811,  -2.5385,  -7.4936,  -3.9609,  -4.5165
197508,  -4.5939,  -4.1967,  -6.5818,  -2.1825,  -1.6563,  -2.0231
197509,  -4.0241,  -3.4718,  -3.5465,  -3.9909,  -2.7641,  -3.8006
197510,   1.2307,   3.4808,   1.9756,   6.5393,   5.9074,   6.4873
197511,   1.2245,   2.3824,   3.7761,   3.0086,   3.5123,   4.5206
197512,  -1.5071,  -0.6980,  -0.8652,  -1.7914,   0.3601,   0.9619
197601,  14.9408,  18.4909,  24.8510,  10.8865,  14.5447,  18.2325
197602,   6.7322,   7.2415,  12.1275,  -1.3276,   1.8355,   4.6947
197603,   1.2982,   1.4893,   1.8129,   2.9765,   2.8987,   2.2458
197604,  -0.9775,  -0.9496,  -1.3028,  -1.6301,   0.2741,  -1.6198
197605,  -0.8056,  -2.0652,  -3.4759,  -0.6308,  -1.5961,  -0.5373
197606,   3.9233,   3.6858,   3.8534,   4.3638,   5.1583,   5.8885
197607,  -1.1407,   0.6988,   0.7177,  -1.2292,   0.2731,   0.3888
197608,  -3.5274,  -1.3635,  -1.4108,  -0.3794,   1.1531,  -0.9193
197609,   3.6380,   2.5782,   2.3287,   2.2029,   3.1971,   2.8948
197610,  -2.7838,  -1.5562,  -2.1394,  -2.3629,  -1.1843,  -3.3530
197611,   3.6160,   3.3145,   3.9030,  -0.7207,   2.4667,   2.0544
197612,   9.5470,   9.3424,  10.1621,   4.7434,   6.6406,   8.5810
197701,   0.7990,   2.3354,   3.0833,  -6.3823,  -1.6287,  -0.0258
197702,  -1.0281,  -1.0901,  -0.0111,  -1.8109,  -1.4972,  -1.9186
197703,   0.2608,   0.6900,   0.2349,  -1.7054,  -0.5696,   0.4937
197704,   1.1013,   1.2685,   2.4117,  -1.1236,   1.9886,   4.3212
197705,  -0.7158,   0.1674,   0.6160,  -1.9390,  -0.0900,  -1.6583
197706,   7.4356,   6.3097,   6.8601,   5.6649,   3.7420,   4.9910
197707,   0.0592,   0.0057,   0.4457,  -1.5575,  -1.0614,  -3.1508
197708,   0.8140,  -0.8158,  -1.5258,   0.2403,  -3.4608,  -2.9527
197709,   1.4373,   1.7965,   0.9116,  -0.7055,   1.0527,  -0.6940
197710,  -3.8598,  -2.1229,  -1.8721,  -4.4332,  -3.7905,  -3.1880
197711,   8.2892,   7.4995,   8.0148,   4.0749,   3.8701,   4.8136
197712,   3.1755,   1.5400,   1.5843,   0.1728,   0.8611,   1.1832
197801,  -4.6820,  -2.7856,  -1.1018,  -6.4491,  -5.6960,  -3.2635
197802,   1.6650,   2.5097,   2.4750,  -2.6433,   0.3454,  -1.8270
197803,   6.4333,   6.5858,   7.0626,   2.2441,   3.6121,   3.9171
197804,   9.9076,   7.4401,   7.1586,  11.0880,   5.5832,   6.7541
197805,   7.0576,   5.8274,   5.7948,   1.9130,   1.0998,   2.0693
197806,  -1.0222,   1.3423,   0.3872,  -1.3714,  -1.5640,  -1.5831
197807,   6.9286,   4.9908,   6.0062,   6.9937,   4.1333,   5.9250
197808,   8.2585,   8.5685,   8.4768,   3.5871,   4.4831,   2.0417
197809,  -1.8478,  -0.7466,  -0.6398,  -2.6180,   0.9258,  -0.0670
197810, -23.0320, -18.4449, -18.8107,  -9.8904,  -9.1412, -11.5892
197811,   8.7385,   5.0868,   4.4664,   2.8855,   3.2383,   2.9892
197812,   3.0567,   1.6988,   1.9786,   2.8127,   0.7244,  -0.3802
197901,   8.4618,   7.8279,   9.5218,   3.3900,   5.0504,   6.7103
197902,  -3.4437,  -2.2435,  -1.9379,  -3.6893,  -2.4016,  -2.8648
197903,  11.6250,   8.4253,   8.5328,   5.7738,   5.7194,   7.4986
197904,   1.6096,   2.9517,   3.3135,   0.1150,   0.6048,   0.6546
197905,  -2.5924,  -0.7557,  -0.4329,  -1.8162,  -1.2777,  -1.3321
197906,   5.7237,   5.9043,   6.0467,   3.1211,   5.5324,   5.6328
197907,   2.0351,   3.9820,   3.1825,   0.5899,   1.7447,   3.0159
197908,   9.0230,   7.3078,   7.3189,   6.8176,   5.5298,   5.3518
197909,   0.9028,  -1.1492,  -1.0671,  -0.7917,   0.9527,  -0.6965
197910,  -9.3073, -10.5693, -11.4225,  -6.7399,  -6.1309,  -8.2764
197911,  10.8842,   6.9025,   6.8615,   6.4812,   5.6681,   4.0779
197912,   8.1712,   5.1861,   5.0725,   3.0456,   1.1099,   1.8855
198001,   7.7941,   7.7117,   8.5159,   4.8708,   6.4479,   7.8429
198002,  -0.3668,  -2.9854,  -2.7072,  -3.0634,   2.1173,   0.4578
198003, -19.4138, -16.1768, -17.4948,  -9.2030, -10.7252, -13.0499
198004,   6.2549,   6.4570,   6.0807,   3.9150,   5.5936,   6.1482
198005,   8.0417,   7.7965,   8.0593,   5.7674,   5.4581,   6.5103
198006,   5.2402,   4.4119,   4.3049,   3.0844,   3.4761,   2.4282
198007,  13.1736,   9.4728,   7.1822,   9.3900,   5.3377,   2.8073
198008,   8.3591,   4.7967,   3.7824,   2.1029,   1.3781,   1.7608
198009,   5.2556,   2.9005,   1.0692,   4.0808,   3.2314,  -0.9535
198010,   5.9187,   2.2116,   2.8012,   1.7775,   2.9375,  -0.9602
198011,  12.4254,   4.4381,   2.9810,  11.4902,  13.4521,   4.7166
198012,  -5.2532,  -1.8495,  -1.1717,  -2.1400,  -4.6836,  -0.6137
198101,  -3.7685,   0.6823,   2.1547,  -5.9157,  -5.3905,   1.6401
198102,  -0.8108,   2.3650,   2.5971,   2.8853,   1.2647,   1.4078
198103,   7.8299,   7.8948,   7.6698,   4.0240,   3.9373,   5.4109
198104,   2.4185,   3.5956,   3.6383,  -2.3928,  -2.4257,   0.9564
198105,   4.9038,   2.6653,   1.6969,   0.7803,  -0.4669,   3.1181
198106,  -5.6623,   0.7894,   1.3943,  -3.1690,   2.1120,   0.0585
198107,  -2.6683,  -2.4302,  -1.5150,   1.2960,  -0.6244,  -1.0799
